x1	y1		y2		y3
0.	0.640262	0.391065	0.268122
0.25	0.587279	0.439823	0.22323
0.5	0.576176	0.451046	0.21024
0.75	0.586575	0.439658	0.222892
1.	0.638741	0.390209	0.267651

