x1	y1	y2		y3
0.	1.41652	0.855135	0.775014
0.25	1.4355	0.726985	0.730655
0.5	1.43492	0.694147	0.718909
0.75	1.43185	0.72605	0.735028
1.	1.40916	0.852934	0.784189

