x1	y1		y2		y3
0.	1.16061		0.673669	0.339176
0.25	1.07494		0.688767	0.223788
0.5	1.05104		0.701064	0.190158
0.75	1.07436		0.688675	0.216958
1.	1.15992		0.670721	0.32535

