x1	y1		y2		y3
0.	0.711272	0.422898	0.332338
0.25	0.714027	0.392371	0.316402
0.5	0.713747	0.384525	0.311413
0.75	0.714438	0.392562	0.316327
1.	0.712088	0.423334	0.332144



