x1	y1		y2
0.	0.618479	-0.410682
0.125	0.0997843	-0.288788
0.25	-0.127826	-0.235777
0.375	-0.188358	-0.196029
0.5	-0.200504	-0.146237
0.625	-0.199757	-0.0623505
0.75	-0.198177	0.0901484
0.875	-0.201115	0.346746
1.	-0.204109	0.644099

