x1	y1	y2		y3
0.	1.37186	0.831031	0.442478
0.25	1.38767	0.733908	0.405658
0.5	1.38854	0.708861	0.394325
0.75	1.3873	0.733447	0.404866
1.	1.37117	0.829978	0.440931

