x1	y1	y2		y3	
0.	1.4609	0.874701	0.654274
0.25	1.48235	0.746407	0.607498
0.5	1.48349	0.713325	0.593425
0.75	1.48119	0.745698	0.60728
1.	1.4586	0.873095	0.653968

