x1	y1		y2		y3
0.	0.644708	0.389262	0.260065
0.25	0.619597	0.397629	0.228796
0.5	0.611261	0.403056	0.219897
0.75	0.620142	0.39771		0.23002
1.	0.64555		0.390198	0.262549

